,Week,Home_team,Away_team,Vegas_line,Over_under,Day,Gametime,Home_points,Away_points,home_pass_att,home_pass_complt,home_deep_att,home_deep_complt,home_pass_first_down,home_pass_yds,home_sacked,home_interceptions_thrown,home_rush_att,home_rush_yds,home_positive_run,home_negative_run,home_run_first_down,home_third_down_conv,home_third_down_att,home_time_of_poss,home_total_drives,home_scoring_drives,home_plays_winning,vis_pass_att,vis_pass_complt,vis_deep_att,vis_deep_complt,vis_pass_first_down,vis_pass_yds,vis_sacked,vis_interceptions_thrown,vis_rush_att,vis_rush_yds,vis_positive_run,vis_negative_run,vis_run_first_down,vis_third_down_conv,vis_third_down_att,vis_time_of_poss,vis_total_drives,vis_scoring_drives,vis_plays_winning,Game_type,home_total_plays,vis_total_plays,total_plays,Home_margin_of_win/loss,Away_margin_of_win/loss,home_pass_complete_pct,home_pass_complete_pct_def,away_pass_complete_pct,away_pass_complete_pct_def,home_deep_complete_pct,home_deep_complete_pct_def,away_deep_complete_pct,away_deep_complete_pct_def,home_pass_first_down_pct,home_pass_first_down_pct_def,away_pass_first_down_pct,away_pass_first_down_pct_def,home_yds_per_pass,home_yds_per_pass_def,away_yds_per_pass,away_yds_per_pass_def,home_pass_yds_pg,home_pass_yds_pg_def,away_pass_yds_pg,away_pass_yds_pg_def,home_interception_pct,home_interception_pct_def,away_interception_pct,away_interception_pct_def,home_sack_pct,home_sack_pct_def,away_sack_pct,away_sack_pct_def,home_positive_run_pct,home_positive_run_pct_def,away_positive_run_pct,away_positive_run_pct_def,home_negative_run_pct,home_negative_run_pct_def,away_negative_run_pct,away_negative_run_pct_def,home_run_first_down_pct,home_run_first_down_pct_def,away_run_first_down_pct,away_run_first_down_pct_def,home_yds_per_rush,home_yds_per_rush_def,away_yds_per_rush,away_yds_per_rush_def,home_rush_yds_pg,home_rush_yds_pg_def,away_rush_yds_pg,away_rush_yds_pg_def,home_third_down_conv_pct,home_third_down_conv_pct_def,away_third_down_conv_pct,away_third_down_conv_pct_def,home_scoring_drive_pct,home_scoring_drive_pct_def,away_scoring_drive_pct,away_scoring_drive_pct_def,home_avg_time_of_poss,home_avg_time_of_poss_def,away_avg_time_of_poss,away_avg_time_of_poss_def,home_winning_play_pct,vis_winning_play_pct,home_avg_winloss_margin,away_avg_winloss_margin,Favorite,Point_total,Home_line,Home_cover,Away_line,Away_cover,Home_win,Away_win,home_pct_games_covered,away_pct_games_covered,home_pct_games_won,away_pct_games_won,home_pct_games_over,away_pct_games_over
10,1,SFO,CAR,4.5,0,Sun,4:25PM,3,23,35,24,3,0,9,193,4,1,15,51,5,1,2,2,11,25.65,10,1,0,25,14,5,3,8,171,0,1,38,116,21,2,9,7,13,34.35,11,5,129,3,50,63,113,-20,20,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,45.5,4.5,0,-4.5,1,0,1,0,0,0,0,0,0
11,1,GNB,SEA,2.5,0,Sun,4:25PM,17,9,42,28,6,2,14,311,4,1,28,84,14,1,6,9,16,39.21666667,10,3,76,27,14,7,2,7,158,3,0,18,90,7,4,2,3,12,20.78333333,10,3,13,3,70,45,115,8,-8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNB,49.5,-2.5,1,2.5,0,1,0,0,0,0,0,0,0
12,1,DAL,NYG,6,0,Sun,8:30PM,19,3,39,24,4,1,12,268,1,0,31,129,24,3,9,8,15,34.23333333,9,5,140,38,29,2,1,10,220,3,1,12,35,7,1,2,4,12,25.76666667,10,1,0,4,70,50,120,16,-16,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,46.5,-6,1,6,0,1,0,0,0,0,0,0,0
13,1,MIN,NOR,3,1,Mon,7:10PM,29,19,32,27,9,8,11,346,1,0,30,129,14,5,5,9,14,31.26666667,9,6,107,37,27,5,3,12,291,1,0,21,60,9,1,3,4,11,28.73333333,9,5,19,5,62,58,120,10,-10,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,47.5,-3,1,3,0,1,0,0,0,0,0,0,0
14,1,DEN,LAC,3,1,Mon,10:20PM,24,21,28,17,4,2,12,219,4,1,36,140,20,1,7,8,15,34.21666667,12,4,112,33,22,3,1,11,192,1,1,22,64,7,2,3,3,12,25.78333333,11,3,0,5,64,55,119,3,-3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,41.5,-3,0,3,0,1,0,0,0,0,0,0,0
15,2,CIN,HOU,5,0,Thu,8:25PM,9,13,35,20,6,3,8,224,3,0,24,82,16,3,4,4,15,27.75,13,3,0,24,15,2,1,6,125,3,0,35,168,16,2,6,4,15,32.25,13,3,105,1,59,59,118,-4,4,51.61290323,52.94117647,52.77777778,52.38095238,16.66666667,0,0,25,25.80645161,29.41176471,30.55555556,33.33333333,5.483870968,7.117647059,4.555555556,5.952380952,170,121,164,125,12.90322581,5.882352941,2.777777778,0,16.12903226,5.882352941,27.77777778,0,36.36363636,52.38095238,69.56521739,51.28205128,9.090909091,11.9047619,13.04347826,7.692307692,9.090909091,19.04761905,17.39130435,17.94871795,3.5,3.738095238,4.043478261,3.974358974,77,157,93,155,30.76923077,42.85714286,41.66666667,25,0,33.33333333,8.333333333,45.45454545,26,34,29.91666667,30.08333333,0,0,-20,-22,CIN,38,-5,0,5,1,0,1,0,0,0,0,0,0
16,2,KAN,PHI,4,1,Sun,1:00PM,27,20,28,21,3,2,10,251,4,0,19,112,9,3,5,5,12,29.18333333,10,5,91,46,25,12,4,18,333,6,1,17,107,12,3,5,8,15,30.81666667,11,4,7,2,47,63,110,7,-7,80,44.44444444,66.66666667,57.5,42.85714286,20,25,14.28571429,48.57142857,25,41.02564103,30,10.51428571,7.416666667,7.871794872,6,368,267,307,240,0,0,2.564102564,2.5,8.571428571,8.333333333,5.128205128,10,62.96296296,54.28571429,50,64.70588235,0,8.571428571,8.333333333,17.64705882,29.62962963,28.57142857,4.166666667,17.64705882,6.851851852,3.542857143,2.416666667,3.764705882,185,124,58,64,36.36363636,33.33333333,57.14285714,27.27272727,42.85714286,35.71428571,41.66666667,20,30.23333333,29.76666667,34.26666667,25.73333333,50.37593985,119.1666667,15,13,KAN,46.5,-4,1,4,0,1,0,100,100,100,100,100,0
17,2,IND,ARI,7,0,Sun,1:00PM,13,16,37,20,4,0,11,216,4,1,29,76,11,5,6,8,18,33.15,12,3,131,36,19,10,5,12,332,4,1,25,83,15,1,1,6,15,28.81666667,12,4,1,2,66,61,127,-3,3,52.38095238,73.33333333,56.25,70.73170732,50,83.33333333,16.66666667,83.33333333,33.33333333,43.33333333,29.16666667,31.70731707,8.523809524,10.6,5.583333333,7.12195122,179,318,268,292,9.523809524,0,6.25,2.43902439,19.04761905,3.333333333,2.083333333,2.43902439,41.66666667,27.27272727,33.33333333,40.74074074,16.66666667,6.060606061,11.11111111,14.81481481,8.333333333,15.15151515,16.66666667,11.11111111,3.125,1.909090909,2.5,3.037037037,75,63,45,82,0,35.71428571,40,50,13.33333333,50,25,38.46153846,25.58333333,34.41666667,26.66666667,33.33333333,0,104.4776119,-37,-12,ARI,44,7,1,-7,0,0,1,0,0,0,0,100,100
18,2,CAR,BUF,6.5,0,Sun,1:00PM,9,3,32,20,7,3,12,228,6,0,28,77,13,7,6,7,16,38.88333333,10,3,140,25,17,3,0,8,125,3,0,23,69,10,4,2,4,13,21.11666667,10,1,0,2,60,48,108,6,-6,56,68.57142857,57.14285714,66.66666667,60,0,50,33.33333333,32,25.71428571,39.28571429,20.51282051,6.84,5.514285714,8,4.794871795,171,193,224,187,4,2.857142857,3.571428571,5.128205128,0,11.42857143,7.142857143,2.564102564,55.26315789,33.33333333,50,26.66666667,5.263157895,6.666666667,11.9047619,0,23.68421053,13.33333333,23.80952381,13.33333333,3.052631579,3.4,4.523809524,2.533333333,116,51,190,38,53.84615385,18.18181818,47.05882353,28.57142857,45.45454545,10,25,25,34.35,25.65,33.06666667,26.93333333,114.159292,100.8064516,20,9,CAR,43,-6.5,0,6.5,1,1,0,100,100,100,100,0,0
19,2,NOR,NWE,5.5,1,Sun,1:00PM,20,36,45,27,12,5,15,356,1,0,17,81,10,1,5,4,12,24.9,10,4,0,39,30,6,5,19,447,2,0,31,119,15,1,8,6,12,35.1,10,7,173,2,62,70,132,-16,16,72.97297297,84.375,44.44444444,80,60,88.88888889,20,42.85714286,32.43243243,34.375,25,48.57142857,7.864864865,10.8125,7.416666667,10.51428571,291,346,267,368,0,0,0,0,2.702702703,3.125,8.333333333,8.571428571,42.85714286,46.66666667,54.28571429,62.96296296,4.761904762,16.66666667,8.571428571,0,14.28571429,16.66666667,28.57142857,29.62962963,2.857142857,4.3,3.542857143,6.851851852,60,129,124,185,36.36363636,64.28571429,33.33333333,36.36363636,55.55555556,66.66666667,35.71428571,42.85714286,28.73333333,31.26666667,29.76666667,30.23333333,15.83333333,81.20300752,-10,-15,NWE,55,5.5,0,-5.5,1,0,1,0,0,0,0,100,100
20,2,PIT,MIN,8.5,0,Sun,1:00PM,26,9,35,23,8,2,10,243,2,0,32,102,15,1,6,3,13,34.36666667,12,6,155,38,20,9,3,7,167,2,0,20,91,11,2,5,5,15,25.63333333,12,2,0,2,67,58,125,17,-17,66.66666667,66.66666667,84.375,72.97297297,50,30,88.88888889,60,36.11111111,36.66666667,34.375,32.43243243,7.305555556,7.4,10.8125,7.864864865,263,222,346,291,2.777777778,3.333333333,0,0,2.777777778,23.33333333,3.125,2.702702703,35.29411765,36,46.66666667,42.85714286,5.882352941,4,16.66666667,4.761904762,5.882352941,12,16.66666667,14.28571429,2.058823529,2.28,4.3,2.857142857,35,57,129,60,38.46153846,25,64.28571429,36.36363636,20,27.27272727,66.66666667,55.55555556,28.83333333,31.16666667,31.26666667,28.73333333,101.8518519,89.16666667,3,10,PIT,43,-8.5,1,8.5,0,1,0,0,100,100,100,0,100
21,2,TAM,CHI,7,0,Sun,1:00PM,29,7,31,18,7,3,12,204,2,0,34,117,15,2,6,8,15,33.18333333,10,5,150,45,31,4,3,15,301,1,2,16,20,4,6,1,7,14,26.81666667,9,1,0,2,65,61,126,22,-22,,,65,70,,,0,66.66666667,,,27.5,40,0,0,5.325,10.7,0,0,213,321,0,0,0,0,0,0,10,6.666666667,0,0,57.89473684,47.82608696,0,0,5.263157895,8.695652174,0,0,31.57894737,17.39130435,0,0,6.578947368,2.782608696,0,0,125,64,0,0,38.46153846,45.45454545,0,0,33.33333333,50,0,0,29.43333333,30.56666667,0,0,0,-6,TAM,44,-7,1,7,0,1,0,0,100,0,0,0,0
22,2,BAL,CLE,7.5,0,Sun,1:00PM,24,10,34,25,2,1,16,217,2,1,32,136,14,6,7,4,11,33.4,13,4,156,42,20,14,6,12,300,3,4,21,93,11,2,6,2,12,26.6,13,2,0,2,66,63,129,14,-14,52.94117647,51.61290323,66.66666667,66.66666667,0,16.66666667,30,50,29.41176471,25.80645161,36.66666667,36.11111111,7.117647059,5.483870968,7.4,7.305555556,121,170,222,263,5.882352941,12.90322581,3.333333333,2.777777778,5.882352941,16.12903226,23.33333333,2.777777778,52.38095238,36.36363636,36,35.29411765,11.9047619,9.090909091,4,5.882352941,19.04761905,9.090909091,12,5.882352941,3.738095238,3.5,2.28,2.058823529,157,77,57,35,42.85714286,30.76923077,25,38.46153846,33.33333333,0,27.27272727,20,34,26,31.16666667,28.83333333,125,0,20,-3,BAL,39.5,-7.5,1,7.5,0,1,0,100,100,100,0,0,0
23,2,JAX,TEN,1,1,Sun,1:00PM,16,37,34,20,6,2,13,223,2,2,25,99,14,1,6,6,13,29.23333333,11,3,12,27,15,7,5,9,215,1,1,36,179,24,1,10,6,13,30.76666667,12,7,89,2,59,63,122,-21,21,52.38095238,52.77777778,60.97560976,68.75,25,0,50,100,33.33333333,30.55555556,34.14634146,50,5.952380952,4.555555556,6.243902439,8.1875,125,164,256,262,0,2.777777778,0,0,0,27.77777778,2.43902439,6.25,51.28205128,69.56521739,52.38095238,58.62068966,7.692307692,13.04347826,14.28571429,3.448275862,17.94871795,17.39130435,23.80952381,17.24137931,3.974358974,4.043478261,4.523809524,3.75862069,155,93,95,109,25,41.66666667,50,41.66666667,45.45454545,8.333333333,44.44444444,60,30.08333333,29.91666667,28.35,31.65,142.0168067,0,22,-10,TEN,42,1,0,-1,1,0,1,100,0,100,0,0,0
24,2,LAC,MIA,3.5,0,Sun,4:05PM,17,19,39,31,4,2,18,331,1,0,14,44,5,4,3,2,8,26.63333333,9,3,88,34,24,9,3,11,230,2,0,32,111,15,6,6,5,13,33.36666667,10,5,31,3,53,66,119,-2,2,66.66666667,60.71428571,,,33.33333333,50,,,33.33333333,42.85714286,,,5.818181818,7.821428571,0,0,192,219,0,0,3.03030303,3.571428571,0,0,3.03030303,14.28571429,0,0,31.81818182,55.55555556,0,0,9.090909091,2.777777778,0,0,13.63636364,19.44444444,0,0,2.909090909,3.888888889,0,0,64,140,0,0,25,53.33333333,0,0,27.27272727,33.33333333,0,0,25.78333333,34.21666667,0,0,0,0,-3,0,LAC,46,-3.5,0,3.5,1,0,1,0,0,0,0,100,0
25,2,OAK,NYJ,14,1,Sun,4:05PM,45,20,28,23,3,2,13,230,0,0,27,180,13,2,6,8,12,31.03333333,10,7,131,24,16,3,1,9,166,4,0,25,126,17,1,6,7,12,28.96666667,10,4,0,3,55,49,104,25,-25,68.75,60.97560976,66.66666667,57.14285714,100,50,33.33333333,50,50,34.14634146,20.51282051,39.28571429,8.1875,6.243902439,4.794871795,8,262,256,187,224,0,0,5.128205128,3.571428571,6.25,2.43902439,2.564102564,7.142857143,58.62068966,52.38095238,26.66666667,50,3.448275862,14.28571429,0,11.9047619,17.24137931,23.80952381,13.33333333,23.80952381,3.75862069,4.523809524,2.533333333,4.523809524,109,95,38,190,41.66666667,50,28.57142857,47.05882353,60,44.44444444,25,25,31.65,28.35,26.93333333,33.06666667,111.3821138,0,10,-9,OAK,44,-14,1,14,0,1,0,100,0,100,0,0,0
26,2,DEN,DAL,2.5,1,Sun,4:25PM,42,17,32,22,5,0,12,231,2,1,39,178,24,3,11,9,15,33.83333333,12,5,159,50,30,4,2,11,238,2,2,14,40,5,1,1,3,14,26.16666667,13,3,0,3,71,64,135,25,-25,60.71428571,66.66666667,61.53846154,76.31578947,50,33.33333333,25,50,42.85714286,33.33333333,30.76923077,26.31578947,7.821428571,5.818181818,6.871794872,5.789473684,219,192,268,220,3.571428571,3.03030303,0,2.631578947,14.28571429,3.03030303,2.564102564,7.894736842,55.55555556,31.81818182,77.41935484,58.33333333,2.777777778,9.090909091,9.677419355,8.333333333,19.44444444,13.63636364,29.03225806,16.66666667,3.888888889,2.909090909,4.161290323,2.916666667,140,64,129,35,53.33333333,25,53.33333333,33.33333333,33.33333333,27.27272727,55.55555556,10,34.21666667,25.78333333,34.23333333,25.76666667,94.11764706,116.6666667,3,16,DAL,44,2.5,1,-2.5,0,1,0,0,100,100,100,100,0
27,2,LAR,WAS,3,1,Sun,4:25PM,20,27,25,15,5,2,9,247,2,1,22,97,12,0,1,5,12,23.68333333,11,4,0,27,18,0,0,11,179,2,0,39,229,22,3,7,5,13,36.31666667,11,5,128,3,47,66,113,-7,7,73.33333333,52.38095238,57.5,66.66666667,83.33333333,50,14.28571429,25,43.33333333,33.33333333,30,41.02564103,10.6,8.523809524,6,7.871794872,318,179,240,307,0,9.523809524,2.5,2.564102564,3.333333333,19.04761905,10,5.128205128,27.27272727,41.66666667,64.70588235,50,6.060606061,16.66666667,17.64705882,8.333333333,15.15151515,8.333333333,17.64705882,4.166666667,1.909090909,3.125,3.764705882,2.416666667,63,75,64,58,35.71428571,0,27.27272727,57.14285714,50,13.33333333,20,41.66666667,34.41666667,25.58333333,25.73333333,34.26666667,139.8148148,12.5,37,-13,LAR,46.5,-3,0,3,1,0,1,100,0,100,0,100,0
28,2,SEA,SFO,13.5,0,Sun,4:25PM,12,9,39,23,8,2,9,198,3,0,37,131,15,3,6,8,19,36.96666667,12,3,86,27,15,2,0,4,99,2,1,19,159,11,1,4,2,12,23.03333333,11,3,13,3,76,46,122,3,-3,51.85185185,66.66666667,68.57142857,56,28.57142857,33.33333333,0,60,25.92592593,33.33333333,25.71428571,32,5.851851852,7.404761905,5.514285714,6.84,158,311,193,171,0,2.380952381,2.857142857,4,11.11111111,9.523809524,11.42857143,0,38.88888889,50,33.33333333,55.26315789,22.22222222,3.571428571,6.666666667,5.263157895,11.11111111,21.42857143,13.33333333,23.68421053,5,3,3.4,3.052631579,90,84,51,116,25,56.25,18.18181818,53.84615385,30,30,10,45.45454545,20.78333333,39.21666667,25.65,34.35,11.30434783,0,-8,-20,SEA,42,-13.5,0,13.5,1,1,0,0,0,0,0,0,0
29,2,ATL,GNB,3,1,Sun,8:30PM,34,23,28,19,7,4,12,252,3,0,27,141,14,3,7,5,11,28.61666667,9,5,147,50,33,4,1,18,343,3,1,15,59,8,1,4,5,12,31.38333333,11,4,0,4,55,65,120,11,-11,70,65,66.66666667,51.85185185,66.66666667,0,33.33333333,28.57142857,40,27.5,33.33333333,25.92592593,10.7,5.325,7.404761905,5.851851852,321,213,311,158,0,0,2.380952381,0,6.666666667,10,9.523809524,11.11111111,47.82608696,57.89473684,50,38.88888889,8.695652174,5.263157895,3.571428571,22.22222222,17.39130435,31.57894737,21.42857143,11.11111111,2.782608696,6.578947368,3,5,64,125,84,90,45.45454545,38.46153846,56.25,25,50,33.33333333,30,30,30.56666667,29.43333333,39.21666667,20.78333333,80.35714286,66.08695652,6,8,ATL,55,-3,1,3,0,1,0,0,100,100,100,0,0
30,2,NYG,DET,3,0,Mon,8:30PM,10,24,32,22,7,3,13,239,5,1,18,62,10,3,2,4,12,27.21666667,12,2,0,21,15,4,0,6,122,3,0,32,138,15,6,5,7,15,32.78333333,10,3,115,5,50,53,103,-14,14,76.31578947,61.53846154,70.73170732,56.25,50,25,83.33333333,16.66666667,26.31578947,30.76923077,31.70731707,29.16666667,5.789473684,6.871794872,7.12195122,5.583333333,220,268,292,268,2.631578947,0,2.43902439,6.25,7.894736842,2.564102564,2.43902439,2.083333333,58.33333333,77.41935484,40.74074074,33.33333333,8.333333333,9.677419355,14.81481481,11.11111111,16.66666667,29.03225806,11.11111111,16.66666667,2.916666667,4.161290323,3.037037037,2.5,35,129,82,45,33.33333333,53.33333333,50,40,10,55.55555556,38.46153846,25,25.76666667,34.23333333,33.33333333,26.66666667,0,27.6119403,-16,12,NYG,42,-3,0,3,1,0,1,0,100,0,100,0,100
